 	 2.000000 		 0.523599 	 0.997256 
 	 2.000000 		 0.578714 	 0.996531 
 	 2.000000 		 0.633830 	 0.996009 
 	 2.000000 		 0.688946 	 0.995184 
 	 2.000000 		 0.744061 	 0.994522 
 	 2.000000 		 0.799177 	 0.993672 
 	 2.000000 		 0.854293 	 0.992483 
 	 2.000000 		 0.909408 	 0.991780 
 	 2.000000 		 0.964524 	 0.990759 
 	 2.000000 		 1.019640 	 0.989731 
 	 2.000000 		 1.074755 	 0.988645 
 	 2.000000 		 1.129871 	 0.986828 
 	 2.000000 		 1.184987 	 0.987019 
 	 2.000000 		 1.240102 	 0.985953 
 	 2.000000 		 1.295218 	 0.984667 
 	 2.000000 		 1.350334 	 0.983967 
 	 2.000000 		 1.405449 	 0.984024 
 	 2.000000 		 1.460565 	 0.981631 
 	 2.000000 		 1.515681 	 0.981306 
 	 2.000000 		 1.570796 	 0.981905 
 	 2.421053 		 0.523599 	 0.996406 
 	 2.421053 		 0.578714 	 0.995644 
 	 2.421053 		 0.633830 	 0.994995 
 	 2.421053 		 0.688946 	 0.993040 
 	 2.421053 		 0.744061 	 0.992772 
 	 2.421053 		 0.799177 	 0.992166 
 	 2.421053 		 0.854293 	 0.991070 
 	 2.421053 		 0.909408 	 0.989091 
 	 2.421053 		 0.964524 	 0.988732 
 	 2.421053 		 1.019640 	 0.986306 
 	 2.421053 		 1.074755 	 0.986153 
 	 2.421053 		 1.129871 	 0.985291 
 	 2.421053 		 1.184987 	 0.983602 
 	 2.421053 		 1.240102 	 0.978557 
 	 2.421053 		 1.295218 	 0.982070 
 	 2.421053 		 1.350334 	 0.979321 
 	 2.421053 		 1.405449 	 0.980436 
 	 2.421053 		 1.460565 	 0.979688 
 	 2.421053 		 1.515681 	 0.978427 
 	 2.421053 		 1.570796 	 0.979033 
 	 2.842105 		 0.523599 	 0.995675 
 	 2.842105 		 0.578714 	 0.994714 
 	 2.842105 		 0.633830 	 0.992898 
 	 2.842105 		 0.688946 	 0.992668 
 	 2.842105 		 0.744061 	 0.991497 
 	 2.842105 		 0.799177 	 0.990235 
 	 2.842105 		 0.854293 	 0.988886 
 	 2.842105 		 0.909408 	 0.987465 
 	 2.842105 		 0.964524 	 0.985978 
 	 2.842105 		 1.019640 	 0.984772 
 	 2.842105 		 1.074755 	 0.982879 
 	 2.842105 		 1.129871 	 0.981314 
 	 2.842105 		 1.184987 	 0.979774 
 	 2.842105 		 1.240102 	 0.978973 
 	 2.842105 		 1.295218 	 0.977900 
 	 2.842105 		 1.350334 	 0.976374 
 	 2.842105 		 1.405449 	 0.975840 
 	 2.842105 		 1.460565 	 0.975224 
 	 2.842105 		 1.515681 	 0.974796 
 	 2.842105 		 1.570796 	 0.974555 
 	 3.263158 		 0.523599 	 0.995055 
 	 3.263158 		 0.578714 	 0.993778 
 	 3.263158 		 0.633830 	 0.992809 
 	 3.263158 		 0.688946 	 0.991481 
 	 3.263158 		 0.744061 	 0.989769 
 	 3.263158 		 0.799177 	 0.988526 
 	 3.263158 		 0.854293 	 0.987312 
 	 3.263158 		 0.909408 	 0.985737 
 	 3.263158 		 0.964524 	 0.984089 
 	 3.263158 		 1.019640 	 0.982375 
 	 3.263158 		 1.074755 	 0.980660 
 	 3.263158 		 1.129871 	 0.979224 
 	 3.263158 		 1.184987 	 0.977043 
 	 3.263158 		 1.240102 	 0.976077 
 	 3.263158 		 1.295218 	 0.974447 
 	 3.263158 		 1.350334 	 0.973354 
 	 3.263158 		 1.405449 	 0.972287 
 	 3.263158 		 1.460565 	 0.971453 
 	 3.263158 		 1.515681 	 0.970969 
 	 3.263158 		 1.570796 	 0.970788 
 	 3.684211 		 0.523599 	 0.993820 
 	 3.684211 		 0.578714 	 0.991838 
 	 3.684211 		 0.633830 	 0.991385 
 	 3.684211 		 0.688946 	 0.989944 
 	 3.684211 		 0.744061 	 0.988383 
 	 3.684211 		 0.799177 	 0.986733 
 	 3.684211 		 0.854293 	 0.984962 
 	 3.684211 		 0.909408 	 0.983094 
 	 3.684211 		 0.964524 	 0.978387 
 	 3.684211 		 1.019640 	 0.979520 
 	 3.684211 		 1.074755 	 0.976792 
 	 3.684211 		 1.129871 	 0.975668 
 	 3.684211 		 1.184987 	 0.973629 
 	 3.684211 		 1.240102 	 0.971606 
 	 3.684211 		 1.295218 	 0.969970 
 	 3.684211 		 1.350334 	 0.968553 
 	 3.684211 		 1.405449 	 0.967265 
 	 3.684211 		 1.460565 	 0.966134 
 	 3.684211 		 1.515681 	 0.965692 
 	 3.684211 		 1.570796 	 0.965316 
 	 4.105263 		 0.523599 	 0.992805 
 	 4.105263 		 0.578714 	 0.992196 
 	 4.105263 		 0.633830 	 0.990644 
 	 4.105263 		 0.688946 	 0.989081 
 	 4.105263 		 0.744061 	 0.987260 
 	 4.105263 		 0.799177 	 0.985509 
 	 4.105263 		 0.854293 	 0.983512 
 	 4.105263 		 0.909408 	 0.981682 
 	 4.105263 		 0.964524 	 0.979597 
 	 4.105263 		 1.019640 	 0.977505 
 	 4.105263 		 1.074755 	 0.974518 
 	 4.105263 		 1.129871 	 0.973261 
 	 4.105263 		 1.184987 	 0.971183 
 	 4.105263 		 1.240102 	 0.968998 
 	 4.105263 		 1.295218 	 0.967279 
 	 4.105263 		 1.350334 	 0.965592 
 	 4.105263 		 1.405449 	 0.964170 
 	 4.105263 		 1.460565 	 0.962877 
 	 4.105263 		 1.515681 	 0.962429 
 	 4.105263 		 1.570796 	 0.962201 
 	 4.526316 		 0.523599 	 0.992719 
 	 4.526316 		 0.578714 	 0.991142 
 	 4.526316 		 0.633830 	 0.989420 
 	 4.526316 		 0.688946 	 0.987687 
 	 4.526316 		 0.744061 	 0.985812 
 	 4.526316 		 0.799177 	 0.983796 
 	 4.526316 		 0.854293 	 0.981707 
 	 4.526316 		 0.909408 	 0.979640 
 	 4.526316 		 0.964524 	 0.977467 
 	 4.526316 		 1.019640 	 0.975214 
 	 4.526316 		 1.074755 	 0.972817 
